epoch,s1/adv,s1/d_loss,s1/g_loss,s1/recon,step
30,0.08668920397758484,1.8984375,0.5435230731964111,0.4568338990211487,78489
30,0.08119283616542816,1.8310546875,0.5083079934120178,0.42711514234542847,78499
30,0.07941053807735443,1.91796875,0.49621808528900146,0.41680753231048584,78509
30,0.08183296769857407,1.8779296875,0.5505423545837402,0.46870937943458557,78519
30,0.07787220180034637,1.9052734375,0.5224034190177917,0.4445312023162842,78529
30,0.08905286341905594,1.841796875,0.6741319298744202,0.5850790739059448,78539
30,0.08466191589832306,1.87890625,0.431856632232666,0.34719473123550415,78549
30,0.07876865565776825,1.865234375,0.545171856880188,0.46640318632125854,78559
30,0.07655505836009979,1.8896484375,0.5475299954414368,0.4709749221801758,78569
30,0.08152976632118225,1.8828125,0.48586341738700867,0.4043336510658264,78579
30,0.08643223345279694,1.841796875,0.5036287307739258,0.41719648241996765,78589
30,0.08329861611127853,1.91015625,0.46119827032089233,0.3778996467590332,78599
30,0.08237230032682419,1.9140625,0.4657023847103119,0.3833300769329071,78609
30,0.07743991166353226,1.8955078125,0.4353141188621521,0.35787421464920044,78619
30,0.08366065472364426,1.818359375,0.6295574307441711,0.5458967685699463,78629
30,0.0811733603477478,1.8251953125,0.3958604633808136,0.3146871030330658,78639
30,0.08242297917604446,1.875,0.5841940641403198,0.501771092414856,78649
30,0.08358803391456604,1.87890625,0.48615512251853943,0.4025670886039734,78659
30,0.08860540390014648,1.8193359375,0.5658290982246399,0.4772236943244934,78669
30,0.08036178350448608,1.95703125,0.48904240131378174,0.40868061780929565,78679
30,0.07448045164346695,1.9033203125,0.46485522389411926,0.3903747797012329,78689
30,0.07754240930080414,1.865234375,0.6497265696525574,0.572184145450592,78699
30,0.0811731144785881,1.974609375,0.5039438605308533,0.42277073860168457,78709
30,0.08087599277496338,1.880859375,0.5713379979133606,0.4904620051383972,78719
30,0.07928929477930069,1.896484375,0.5036178231239319,0.4243285059928894,78729
30,0.08749841153621674,1.810546875,0.6849655508995056,0.5974671244621277,78739
30,0.08167649805545807,1.958984375,0.47380274534225464,0.39212626218795776,78749
